Key,Value
7273,"Уважаемый товарищ, попробуйте поискать еще раз - %hnt[/record]
Простолюдинам так легко потеряться... Вот - %hnt.[/record]
Так, посмотрим, если дворец тут...тогда %key может быть здесь... %hnt.[/record]
Мой личный секретарь уверяет меня, что %key нужно искать... %hnt.[/record]
Попробуй посмотреть в округе... %hnt. Это как раз там, куда направляется мой кучер.[/end]"
7274,"Я знаю кратчайший путь через переулки. Поищи-ка вот где - %hnt.[/record]
Ты %ra то что надо... %hnt.[/record]
Я жертвовал там немного своих денег... %hnt.[/record]
Вчера я там кое-кого прикончил - %hnt.[/record]
%key? Хочешь отдать немного денег, да? Нет? Ну да ладно, вот информация - %hnt.[/end]"
7275,"О нет! %hnt[/record]
%fn говорил мне про это. %hnt[/record]
Твой типаж вызывает доверие, %pcf. %hnt[/record]
Ммм... %hnt[/record]
Каждый хотя бы раз да слышал об этом. %hnt2[/record]
%hnt[/record]
Это все что я знаю. %hnt[/record]
Могу помочь. %hnt2[/record]
О, это так легко. %hnt[/record]
Ага, %key. %hnt[/record]
Ну, если ты еще не знаешь, %hnt[/record]
Если тебе надо, то я скажу. %hnt[/record]
Не понимаю, каким образом это тебя касается. %hnt[/end]"
7276,"Это то, о чем говорят все. %hnt[/record]
Хороший вопрос. %hnt[/record]
%hnt[/record]
Не хочу показаться сплетником, но... %hnt[/record]
Кто ж такое забудет. %hnt[/record]
%hnt. Хотел бы рассказать больше, но это все.[/record]
%hnt, боюсь это все, что я знаю.[/record]
О да. %hnt[/record]
%hnt, но ты наверное уже об этом знаешь.[/record]
Прошу прощения? %hnt, это все что мне известно.[/record]
Ну, скорее всего тебе об этом уже известно. %hnt[/end]"
7277,"Эти книги весьма специфические. %hnt[/record]
Мои предсказания редко ошибаются. %hnt[/record]
Некоторые источники сомнительны, но я им верю. %hnt2[/record]
Уверен, что это безопасно. %hnt2[/record]
Это большая честь для меня, что вы спросили меня об этом. Я принадлежу к числу тех, кто знает все. %hnt2[/record]
%key? %hnt[/record]
%hnt Уверены, что еще не знаете об этом?.[/record]
%hnt2 Думаю, это лучшее из того, что я могу сказать.[/record]
%hnt Но это известно любому.[/record]
%hnt[/record]
%hnt Это не то, о чем вы спрашивали?[/end]"
7278,"Мой дорогой друг, %pcf. %hnt Разве вы не знали?[/record]
Все придворные только и говорят об этом. %hnt[/record]
Мои шпионы докладывали мне об этом. %hnt2[/record]
%hnt[/record]
Мои источники безупречны. %hnt2[/record]
%hnt Возможно по этому поводу есть что-то еще.[/record]
%hnt Кто-то другой может быть и располагает полной информацией.[/end]"
7279,"%hnt На мой взгляд, это обычная уличная сплетня.[/record]
%oth. Разве ты не знаешь? %hnt[/record]
Вот подлинная версия. %hnt2[/record]
Я выбил эту информацию из одного парня. %hnt2[/record]
У меня есть кое-какие связи. %hnt2[/record]
Я не лучшая кандидатура для таких вопросов. %hnt Это все что мне известно.[/record]
Спроси кого-нибудь еще, %pcf. %hnt. Может кто-то другой расскажет тебе получше об этом.[/end]"
7280,"%pcn! Если бы я мог чем помочь. Но я действительно не знаю ничего про %key.[/record]
Я готов заложить свою жизнь Подземному Королю ради тебя, %pcf, но прости меня. Мне ничего неизвестно.[/record]
Мне больно говорить это тебе, но мне ничего неизвестно.[/record]
Пожалуйста, не держи на меня зла, но я не могу ответить на твой вопрос.[/record]
После того, что ты сделал для нас, %pcf, я с радостью рассказал бы тебе все про %key. Но к сожалениею мне ничего об этом неизвестно.[/end]"
7281,"%hnr, если бы я знал, обязательно сказал бы тебе.[/record]
Знаешь, ты можешь рассчитывать на меня, %pcf. Но насчет %key мне ничего неизвестно.[/record]
Я не знаю, %hnr. Пожалуйста, не думай обо мне плохо.[/record]
Я ничего не знаю про %key. Извини, %hnr.[/record]
%oth. Такой простой вопрос, а поставил меня в тупик. Прошу прощения, %hnr.[/end]"
7282,"Мой верный покровитель, мне очень жаль своей невежественности в вопросе насчет %key.[/record]
Я искал информацию, %pcf. К сожалению я не нашел ни единого упоминания про %key.[/record]
Уверен, тебе известно, что я ответил, если бы знал что-то. Увы, %key для меня - загадка.[/record]
Ты мой верный друг и товарищ, но ни она из этих книг не располагает информацией про %key.[/record]
Само собой ты мой союзник, которому я доверяю, но и у меня нет ответа.[/end]"
7283,"Конечно же твоя преданность ко мне безупречна, но мне ничего неизвестно про %key.[/record]
Поскольку ты один из моих самых преданных сторонников, расскажу тебе все, если что-то узнаю.[/record]
%key? Мне ничего неизвестно, дорогой друг %pcf.[/record]
Однажды я слышал про %key, но я уже забыл, что именно это было.[/record]
Я безоговорочно доверяю тебе и, надеюсь, ты поймешь, когда я скажу тебе, что ничего не знаю.[/end]"
7284,"Ты для меня ближе чем родственник, %pcf. Но я ничего не могу сказать, потому что ничего не знаю.[/record]
%key? Никогда не слышал про %key.[/record]
Эй, я могу без опаски повернуться к тебе спиной, но я ничего не знаю про %key. Ты никогда не разочаровывал меня, %pcf. Но уж если я не знаю, то ничего не знаю.[/record]
%key что-то смутное вертится в голове...нееет. Ты знаешь, что я бы сказал тебе, но я не могу вспомнить.[/end]"
7285,"Все что угодня для вас, %hnr %pcf - %hnt.[/record]
С радостью, %hnr... %hnt.[/record]
Это честь для меня. Искать надо вот где - %hnt.[/record]
Я бы показал лично, но я нужен здесь... %hnt.[/record]
Какое счастье в моей жизни, что я могу помочь вам, %hnr %pcf. Идит вот куда - %hnt.[/record]
Секундочку... %hnt.[/record]
Вот где вам следует поискать - %hnt.[/end]"
7286,"Да, %hnr. С удовольствием... %hnt.[/record]
Почтеннный %pcn, %hnt.[/record]
Вы всегда были добры ко мне, %hnr %pcf, %hnt.[/record]
Мне нравится быть у вас в фаворе, %pcf, %hnt.[/record]
Это большая честь для меня, %hnr %pcf, %hnt.[/record]
%key можно найти вот где - %hnt.[/record]
Да, мне известно где это находится - %hnt.[/record]
Минуточку ... %hnt.[/record]
Думаю ... %hnt.[/end]"
7287,"Охотно и с радостью... %hnt.[/record]
Только для вас, конечно же... %hnt.[/record]
Простейшая из всех задач: %hnt.[/record]
С радостью, %hnr, %hnt.[/record]
Тривиальный вопрос: %hnt.[/end]"
7288,"Только для вас за вашу верность... %hnt.[/record]
Не буду держать в неведении своего верного подданного - %hnt.[/record]
Это очень просто. Поищите-ка вот где - %hnt.[/record]
Вы всегда помогали мне, позвольте отплатить благодарностью... %hnt.[/record]
Конечно. Разве мы не друзья? %hnt.[/end]"
7289,"Тебе не надо спрашивать дважды - %hnt.[/record]
Для тебя? Нет проблем - %hnt.[/record]
Не уверен, но попробуй поискать вот где - %hnt.[/record]
Где ж те времена, когда я пытался перерезать тебе горло (подмигивает и смеется)... %hnt.[/record]
Хмм... %hnt. Прикрывай свои тылы, %pcf.[/end]"
7290,"Я верю тебе. %hnt[/record]
Некоторые уже знают об этом. %hnt[/record]
Не уверен, рассказывал ли я тебе об этом. %hnt2[/record]
%hnt2 Знаю, ты заслуживаешь слышать это, %pcf.[/record]
Ты один из тех людей, кому я могу доверять. %hnt2[/record]
Разумеется я знаю кое-что. %hnt2[/record]
Ты обратился к тому человеку. %hnt2[/end]"
7291,"Прошу прощения, %hnr %pcf, но лишь немногие слышали это. %hnt[/record]
Всегда рад помочь тебе, %pcf. %hnt[/record]
Мой кузен кое-что рассказал мне. %hnt[/record]
Слухи из вторых рук. %hnt2 Надеюсь я помог?[/record]
Для вас, %hnr %pcf, у меня прибережена пикантная новость. %hnt2[/record]
Я не в курсе, что вам известно, но вот что я знаю. %hnt[/record]
Ну, скорее всего вы уже знаете об этом. %hnt[/end]"
7292,"%hnt Это общеизвестно, что %hnt.[/record]
Совершенно конфиденциально, это результаты моих изысканий. %hnt2[/record]
Доверие за доверие. %hnt2[/record]
Мои изыскания открыли многое. %hnt2[/record]
Личное расследование открыло много интересных вещей. %hnt2[/record]
Ах да, этого еще никто не знает. %hnt2[/record]
Тебе будет интересно услышать это. %hnt[/record]
Ну ... %hnt. Это помогло?[/record]
Хочешь знать больше? %hnt2 Я так думаю.[/end]"
7293,"Ваша верность идеалам %t будет вознаграждена. %hnt[/record]
Вы всегда были преданны мне. %hnt[/record]
Вам повезло, что спросили меня. При дворе ходит такой слух. %hnt2[/record]
Всегда рад помочь вам, %pcf. %hnt2[/record]
Ваше верное служение - достаточный повод довериться вам. %hnt2[/end]"
7294,"Всегда можешь рассчитывать на меня, %pcf. %hnt[/record]
Ты отточил мой клинок, теперь я помогу тебе с твоим. %hnt2[/record]
Только для друга, пившего со мной за компанию. %hnt2[/record]
%hnt2 Это информация пришла из воровской гильдии.[/record]
%hnt2 Все это распространяет Темное Братство.[/end]"
7332,"... Позвольте мне просто пометить на вашей карте, где находится %loc[/record]
... Будет лучше, если я просто помечу на вашей карте, где находится %loc[/record]
... Постойте ка, может я просто возьму и помечу на вашей карте, где находится %loc[/record]
... Смотрите вот сюда. Вы можете увидеть %loc на вашей карте[/record]
Совсем рядом. Вот, позвольте я помечу на карте, где находится %loc[/record]
Практически рядом. Но будет лучше, если я помечу на карте, где находится %loc[/record]
Неподалеку отсюда (помечает местонахождение %loc на карте)[/end]"
7333,"%loc на %di отсюда[/record]
%loc на %di от этого места, где мы с вами стоим[/record]
продолжай двигаться на %di[/record]
вот направление, %di[/record]
%loc находится на %di отсюда[/record]
%loc недалеко отсюда, на %di, если вы не помните куда идти[/record]
%loc на %di отсюда, если не ошибаюсь[/record]
на %di отсюда, я думаю.[/record]
это совсем недалеко. Просто иди на %di[/end]"
7700,Start inserting action type 99 here... (do not translate)[/end]
7701,"Зевающий охранник сообщает: ""Только личный состав[/center]
и доверенные гости могут попасть за эти двери.""[/center]
[/end]"""
7702,"Зевающий охранник сообщает: ""Только личный состав[/center]
и доверенные гости могут попасть за эти двери.""[/center]
[/end]"""
7703,"Зевающий охранник сообщает: ""Только личный состав[/center]
и доверенные гости могут попасть за эти двери.""[/center]
[/end]"""
7704,"Зевающий охранник сообщает: ""Только личный состав[/center]
и доверенные гости могут попасть за эти двери.""[/center]
[/end]"""
7705,"Зевающий охранник сообщает: ""Только личный состав[/center]
и доверенные гости могут попасть за эти двери.""[/center]
[/end]"""
7717,"Гортанный оркский голос доносится с дальней стороны[/center]
зала: ""Любой вошедший обязан подвергнуться испытанию""[/center]
[/end]"""
7764,"Певучие и странные, чужеродные звуки исходят[/left]
из под двери. Запах серы и отвратительных[/left]
зелий атакует ваш нос.[/left]
[/end]"
7765,"За дверью царит сверхьестественная тишина,[/left]
не нарушаемая даже шорохом насекомых. Вы[/left]
слышите как Попадаз произносит: ""Наше хранилище[/left]
открыто только для заслуживающих доверия.""[/left]
[/end]"""
7766,"Маленький геральдический знак над дверью означает,[/left]
что это личные палаты члена королевской семьи.[/left]
[/end]"
7767,"Из-за двери раздаются грубые, нахальные мужские голоса.[/left]
Можно расслышать приглушенное звякание, как-будто[/left]
люди, находящиеся там, закованы в латы.[/left]
[/end]"
7768,"Ритмическое лязгание металла о металл раздается[/left]
за дверью. Дверь слегка теплая наощупь.[/left]
[/end]"
7769,"Стражник произносит: ""Будьте осторожны, начальник.[/left]
Эта дверь ведет в подземелья. Пройти могут[/left]
только имеющие разрешение."" По вашей спине[/left]
пробегает холодок от приглушенных стонов и[/left]
зловещего рычания за дверью.[/left]
[/end]"""
7770,"За дверью раздается звякание кастрюль и сковородок.[/left]
Вы чувствуете запах свежеиспеченного хлеба.[/left]
[/end]"
8050,"Вы, %pcn, обвиняетесь в следующем[/center]
преступлении: %cri.[/center]
Если вы не признаете свою вину,[/center]
но окажетесь виновным, то к вам будет[/center]
применено следующее наказание:[/center]
%pen.[/center]
Признание своей вины может облегчить[/center]
вашу участь и наказание. Что скажете[/center]
в свою защиту?[/center]
[/end]"
8052,"У вас недостаточно золота, %pcn. В[/center]
дополнение вы проведете %pdg дней[/center]
за решеткой.[/center]
[/end]"
8053,"Будете ли вы томиться %dip дней до[/center]
дня освобождения?[/center]
[/end]"
8055,"Ваша вина была доказана и вы были[/center]
приговорены к %dip дней за решеткой.[/center]
Начиная с сегодняшнего дня.[/center]
[/end]"
8057,"Ваша вина была доказана и вас обязали[/center]
немедленно выплатить штраф %gtp золотых.[/center]
[/end]"
8058,"Вашу вину доказали и обязали к выплате[/center]
штрафа %gtp золотых. Ко всем прочему[/center]
вы проведете за решеткой %dip дней.[/center]
На этом все.[/center]
[/end]"
8060,"%pcn, вы будете наказаны за ваши[/center]
преступления против народа провинции[/center]
%cn. Вы приговорены[/center]
к пожизненному заключению в %prn,[/center]
чтобы встретиться лицом к лицу со[/center]
своими демонами.[/center]
[/end]"
8062,"%pcn, суд не нашел доказательств[/center]
вашей вины. Вы свободны.[/center]
[/end]"
8063,"%pcn, суд нашел вас виновным, а за ваши[/center]
преступления вы навсегда изгоняетесь[/center]
из провинции %cn, без права возвращения.[/center]
[/end]"
8064,"Каким образом вы попытаетесь[/center]
доказать вашу невиновность?[/center]
[/end]"
8075,"не думаю, что у меня есть работа для такого как ты, %ra.[/record]
Почему на всем Тамриэле только у меня должны быть работа для тебя, %ra?[/record]
Может тебе стоит поучиться сапожному делу?[/record]
Работа? Тебе следовало бы найти что-нибудь другое, чтобы занять свое время.[/record]
Ах, будь прокляты эти пьяницы. Я ничем не могу помочь тебе.[/record]
Безработный, так? Займись-ка чем-нибудь другим.[/record]
Не слышал ни о какой работе.[/record]
Невероятно! %ra, который действительно ищет работу![/record]
Возможно тебе следовало бы пообщаться с равными тебе.[/record]
Боюсь, мне ничего не известно о предлагаемых работах.[/record]
Конечно же ты можешь спросить ... только что-то никто не приходит в голову.[/end]"
8076,"Возможно у %pqn в %pqp есть для тебя работа.[/record]
Поспрашивай у %pqn в %pqp -- кажется %g2 было нужно что-то такое насчет работы.[/record]
Не знаю, сколько за это платят, но %pqn в %pqp что-то такое было нужно.[/record]
%pqn просил меня присматривать людей навроде тебя. Иди в %pqp.[/record]
Ты отлично подойдешь для работы, в которой нуждается %pqn. Иди в %pqp.[/record]
%pqp это то место, куда тебе нужно идти. Спроси того, кого зовут %pqn.[/end]"
8077,"Наконец-то кто-то услышал молитвы %pqn. Ты можешь найти %g3 в %pqp.[/record]
Иди в %pqp и найди %pqn. Ты безусловно подойдешь для %g3 работы.[/record]
Я тебе этого не говорил, но найди в %pqp того, кого зовут %pqn.[/record]
У %pqn может что-то быть для тебя. Иди в %pqp.[/record]
Если это имеет значение, %pqn просил направлять наемников в %pqp.[/record]
Тебе нужно встретиться с %pqn в %pqp.[/record]
Ты хочешь сказать, задание? Спроси у %pqn -- %g сейчас в %pqp.[/record]
Вот то, что ты ищешь. Иди в местечко под названием %pqp и поговори с %pqn.[/end]"
8078,"Здесь вообще нет никакой работы.[/record]
В последнее время я уже вздрагиваю от испуга, когда кто-то спрашивает про работу.[/record]
Боюсь, сейчас не то время, когда есть работа.[/end]"
8100,"The %n Lair[/record]
The Hall of %n[/record]
%n's Asylum[/record]
The Cave of %n[/record]
%n's Cave[/record]
The Hole of %n[/record]
%n's Haunt[/record]
The Pit of %n[/record]
%n's Pit[/record]
%n's Prison[/record]
The Prison of %n[/record]
The Cage of %n[/record]
The Dungeon of %n[/record]
%n's Dungeon[/record]
%n's Hold[/record]
The Hold of %n[/record]
The Mines of %n[/record]
%n's Cavern[/record]
The Cavern of %n[/end]"
8200,"The Vault of %vn[/record]
The Crypt of %vn[/record]
%vn's Tomb[/record]
The Tomb of %vn[/record]
The Grave of %vn[/record]
The Masoleum of %vn[/record]
The Sepulcher of %vn[/record]
%vn's Barrow[/record]
The Barrow of %vn[/record]
The Cairn of %vn[/record]
The Mastaba of %vn[/end]"
8201,%on[/end]
8202,"The Stronghold of %mn[/record]
Castle %mn[/record]
Castle %mn[/record]
The Fortress of %mn[/record]
The Hold of %mn[/record]
%mn's Hold[/record]
The Citadel of %mn[/record]
Tower %mn[/record]
%mn Tower[/record]
The Tower of %mn[/record]
%mn's Guard[/record]
%mn Hall[/end]"
8203,"The Dungeon of %mn[/record]
The Prison of %mn[/record]
The %mn Prison[/record]
The Gaol of %mn[/record]
%mn's Gaol[/record]
The Penitentiary of %mn[/record]
The %mn Reformatory[/record]
The %mn House of Correction[/record]
The %mn Asylum[/record]
The Asylum of %mn[/end]"
8204,"The Temple of %dn[/record]
The Cathedral of %dn[/record]
The %dn Monastery[/record]
The Monastery of %dn[/record]
%dn Minster[/record]
The Abbey of %dn[/record]
The %dn Manse[/record]
The %dn Rectory[/record]
The Convent of %dn[/record]
The %dn Cloister[/record]
The Friary of %dn[/record]
The Shrine of %dn[/record]
The %dn Shrine[/record]
The %dn Hermitage[/record]
The Hermitage of %dn[/end]"
8205,"The Mines of %mn[/record]
The %mn Mines[/record]
The %mn Lode[/record]
The %mn Pit[/record]
The %mn Quarry[/record]
The Quarry of %mn[/record]
The %mn Excavation[/record]
The %mn Tunnel[/record]
The %mn Dig[/end]"
8206,"The %dn Cavern[/record]
The %dn Cave[/record]
The Cave of %dn[/record]
The Cavern of %dn[/record]
The Grotto of %dn[/record]
The %dn Grotto[/record]
The Lair of %dn[/record]
The Hole of %dn[/record]
The %dn Hole[/record]
%dn Hollow[/record]
The Pit of %dn[/record]
The Den of %dn[/end]"
8207,"The %fn Coven[/record]
The Coven of %fn[/record]
The Cult of %fn[/record]
%fn Cultus[/record]
The Cabal of %fn[/record]
The %fn Cabal[/record]
The %fn Tradition[/record]
The Tenebrium of %fn[/end]"
8208,"The Haunt of %vn[/record]
The House of %vn[/record]
Castle %vn[/record]
%vn Hall[/record]
The Haunt of %vn[/record]
The House of %vn[/record]
Castle %vn[/record]
%vn Hall[/record]
The Haunt of %vn[/record]
The House of %vn[/record]
Castle %vn[/record]
%vn Hall[/record]
The %vn Mews[/end]"
8209,"%mn Laboratory[/record]
%mn Laboratory[/record]
%mn Laboratory[/record]
The Laboratory of %mn[/record]
The %mn Academy[/record]
The School of %mn[/end]"
8210,"The Nest of %on[/record]
The Nest of %on[/record]
The %on Aerie[/record]
The %on Aerie[/record]
The %on Mews[/record]
The %on Nest[/record]
The %on Coop[/record]
The Roost of %on[/record]
The Aviary of %on[/record]
The Roost of %on[/record]
The Aviary of %on[/record]
The %on Aviary[/record]
The %on Aviary[/end]"
8211,"Castle %ln[/record]
The Castle of %ln[/record]
The Fortress of %ln[/record]
The Hold of %ln[/record]
%ln's Hold[/record]
The Citadel of %ln[/record]
Tower %ln[/record]
The Tower of %ln[/record]
%ln's Guard[/record]
%ln Hall[/record]
The House of %ln[/record]
The %ln Ruins[/record]
The %ln Remains[/end]"
8212,"%on's Nest[/record]
The Nest of %on[/record]
The %on Nest[/record]
%on's Web[/record]
The Web of %on[/record]
%on's Web[/record]
The Web of %on[/record]
The %on Web[/record]
The %on Web[/record]
The Lair of %on[/record]
The %on Lair[/end]"
8213,%on[/end]
8214,"%dn's Den[/record]
The Lair of %mn[/record]
The Den of %mn[/record]
The Chamber of %mn[/end]"
8215,"The Gathering of %fn[/record]
The Assembly of %fn[/record]
The %fn Assembly[/record]
The Convocation of %fn[/record]
The %fn Council[/record]
The Conclave of %fn[/record]
The %fn Convergence[/record]
The Community of %fn[/record]
The Circle of %fn[/record]
The %fn Circle[/end]"
8350,"Сегодня народ провинции %cn отмечает[/center]
праздник Новой Жизни, чествуя наступление нового[/center]
года. В этот день император устанавливает размер[/center]
налогов на текущий год. В этот день по традиции[/center]
эль в тавернах подают бесплатно, вопреки всем[/center]
финансовым трудностям и недовольству трактирщиков.[/center]
Несомненно народ провинции %cn[/center]
умеет праздновать...[/center]
[/end]"
8351,"День Очищения. Эта традиция принята в селениях[/center]
Высоких Скал. В этот день, после бурного[/center]
празднования Новой жизни, было принято приводить[/center]
дом в порядок. Постепенно эта традиция[/center]
трансформировалась во всеобщее празднество.[/center]
[/end]"
8352,"Овэнк'а - это день, когда жители пустыни Алик'р[/center]
возносят молитвы Стендарру, надеясь, что он[/center]
дарует им удачный и счастливый год. Этот день[/center]
считается религиозным праздником.[/center]
[/end]"
8353,"15-ый день Утренней Звезды - праздник, к которому[/center]
обитатели Тамриэля относятся с должным почтением.[/center]
Молитвой южного ветра во всех религиях Тамриэля[/center]
считается молитва о ниспослании удачного года. Все[/center]
заболевшие жители близлежащих поселений стекаются[/center]
в местные храмы, поскольку в этот день[/center]
священнослужители исцеляют страждущих бесплатно.[/center]
Конечно, на прием к целителям попадают далеко не[/center]
все, но для тех, кто не может позволить себе[/center]
заплатить обычно требуемую храмом цену, это[/center]
единственная надежда на выздоровление.[/center]
[/end]"
8354,"День Огней. В Хаммерфелле в большинстве деревень[/center]
побережья Илиакского залива этот день считается[/center]
священным. В этот день молятся о ниспослании в[/center]
новом году хорошего урожая и улова, и причем[/center]
относятся к этому с подобающим рвением.[/center]
[/end]"
8355,"День Пробуждения появился среди народов Йорт Бэрроулэнд[/center]
в доисторические времена: таким образом они пытаются[/center]
разбудить духов природы после долгой и холодной зимы.[/center]
Он превратился в нечто вроде оргиастического[/center]
празднования окончания зимы.[/center]
[/end]"
8356,"Сумасшедий Пелагиус - это малоизвестная шуточная[/center]
традиция, состоящая в насмешливом поминовении[/center]
Пелагиуса Септима Третьего, одного из самых[/center]
безумных императоров новой истории, существует[/center]
в Высоких Скалах. Пелагиус умер около 350 лет назад,[/center]
поэтому императорская семья с юмором относится[/center]
к существованию такого праздника.[/center]
[/end]"
8357,"Народ Двиннена отмечает этот день грандиозной пирушкой.[/center]
Отроктайд - это день, когда барон Отрок в битве при[/center]
Вайтморе освободил Двиннен от оккупировавших его[/center]
войск неумерших.[/center]
[/end]"
8358,"Народ Гленумбранских болот - возможно, единственные,[/center]
кто помнит (или хочет помнить) о происшедшей в первой[/center]
эре битве между Эйденом Диренни и алессианской армией.[/center]
В День Освобождения они энергично отмечают свою победу.[/center]
[/end]"
8359,"Сегодня 16-е число Солнечного Рассвета, праздник,[/center]
отмечаемый по всему Тамриэлю как День крепкой любви.[/center]
Кажется, нет такого дома, где бы молодому поколению[/center]
не пели бы ""Легенду о Влюбленных"". В честь Влюбленных,[/center]
Полидора и Элоизы, все трактиры Тамриэля предлагают[/center]
посетителям комнату бесплатно. Говорят, что если бы[/center]
такое благодеяние было оказано Влюбленным, в мире[/center]
навечно воцарилась бы весна.[/center]
[/end]"""
8360,"День Стойкости - это веселый праздник в Икалоне.[/center]
Первоначально это было торжественное поминовение[/center]
погибших в битве с Камораном Узурпатором, но теперь[/center]
этот день стал шумным праздником.[/center]
[/end]"
8361,"Поселения в Банте на Адурос-Нау отмечают пробуждение[/center]
вместе с приходом весны основных инстинктов.[/center]
Традиции празднования в разных деревнях разные, но ни[/center]
одна из них не подходит для человека добродетельного.[/center]
[/end]"
8362,"Каждый год на 7-ое число Первого Зерна народ Тамриэля[/center]
отмечает Первый Сев, символически высеивая зерно для[/center]
осеннего урожая. Это праздник новой жизни, как для[/center]
урожая, так и для мужчин и женщин празднующих городов.[/center]
Соседи улаживают все конфликты, находят решения разных[/center]
проблем, бросают дурные привычки, вылечивают болезни.[/center]
Священнослужители весь день напролет бесплатно лечат[/center]
страдающих от отравлений, различных болезней, паралича[/center]
и других напастей, существующих на Тамриэле.[/center]
[/end]"
8363,"День Ожидания в некоторых поселениях хребта Драконий[/center]
Хвост (Дрэгонтейл) - старинный священный день.[/center]
Предполагается, что каждый год в этот день из[/center]
пустыни прилетает дракон и пожирает нечестивцев,[/center]
поэтому все запираются в домах.[/center]
[/end]"
8364,"День Цветов - еще один небольшой праздник в Высоких[/center]
Скалах. Дети собирают только что появившиеся весенние[/center]
цветы, а старые бретонцы, просидевшие всю зиму[/center]
взаперти, выходят на улицу поприветствовать весну[/center]
танцами и песнями.[/center]
[/end]"
8365,"Во время Праздника Клинков народ пустыни Алик'р[/center]
отмечает победу первых рэдгард над расой гигантских[/center]
гоблинов. Большинством ученых эта история считается[/center]
мифом, но, тем не менее, в пустыне этот праздник[/center]
пользуется большой популярностью.[/center]
[/end]"
8366,"На Гардтайд население Тамарилинского пика проводит[/center]
фестиваль в честь Друагаа, старой богини цветов.[/center]
Культ этой богини уже почти исчез, но праздник[/center]
всегда пользуется большим успехом.[/center]
[/end]"
8367,"День Усопших - один из наиболее своеобразных[/center]
праздников Даггерфолла. Суеверные люди говорят, что[/center]
в этот день мертвые поднимаются из могил, чтобы[/center]
мстить живым. Точно известно, что призрак короля[/center]
Лизандуса начал являться в День Усопших 3Э 404.[/center]
[/end]"
8368,"По всему побережью Хаммерфелла в День Позора никто[/center]
не покидает своих домов. Говорят, что в этот день[/center]
вернется Малиновый корабль, судно, везущее жертв[/center]
Кнахатенской чумы, которым сотни лет назад было[/center]
отказано в приюте.[/center]
[/end]"
8369,"Предупреждаем вас, что сегодня во всех городах[/center]
Тамриэля отмечают День шутника, и проказы[/center]
свершаются по всему городу, из конца в конец.[/center]
Кажется, будто всех разом заколдовали, потому что[/center]
даже самые неразговорчивые и важные советники[/center]
могут попытаться сыграть с кем-нибудь шутку.[/center]
Гильдия воров находится в центре внимания, так[/center]
как все, в частности, ожидают, что им обчистят[/center]
карманы.[/center]
[/end]"
8370,"В этот день вовсю празднуется Второй Сев. Традиции[/center]
этого празднования похожи на традиции Первого Сева,[/center]
сдвиги, произошедшие после первого сева,[/center]
символически предполагают изменения души. В храмах[/center]
второй и последний раз в этом году больных принимают[/center]
бесплатно, предлагая страждущим лекарство от[/center]
всяческих болезней и недугов. Поскольку этот день[/center]
считается днем мира и всякие конфликты осуждаются,[/center]
за лечение боевых ранений придется заплатить сполна.[/center]
[/end]"
8371,"День Маруха отмечают в некоторых поселениях[/center]
Скеффингтонского леса. Сравнивая себя с[/center]
добродетельным пророком Марухом, жители[/center]
Скеффингтонского леса молятся о даровании им[/center]
силы противостоять искушениям.[/center]
[/end]"
8372,"Огненный Фестиваль в Нортмуре - один из самых[/center]
популярных праздников Высоких Скал. В стародавние[/center]
дни это была эффектная демонстрация магической и[/center]
военной силы, сейчас же это - великолепный праздник.[/center]
[/end]"
8373,"Рыбный День - большое празднество для бретонцев,[/center]
которые живут вдали от даров Илиакского залива.[/center]
Обычно они ведут себя тихо и скромно, но на Рыбный[/center]
День шумят так сильно, что рыба неделями не может[/center]
оправиться от потрясения.[/center]
[/end]"
8374,"Праздник Драй Р'Зимб проводится в самое жаркое[/center]
время года в Абибон-Горе. Это торжество,[/center]
устраиваемое для самого солнца-Дайбета. Как[/center]
давно проводится Драй Р'Зимб, исследователями[/center]
не установлено, но возможно, этот праздник[/center]
появился в Первой эре с приходом рэдгард.[/center]
[/end]"
8375,"Сегодня 16-ое число Середины Года. По традиции в[/center]
этот день отмечают Праздник Середины Года. Возможно,[/center]
чтобы смягчить последние новости об очередном[/center]
повышении императором налогов, храмы дают свое[/center]
благословение за половину обычно требуемых за это[/center]
пожертвований. Многие благословленные таким[/center]
образом настолько в себя уверовали, что спускаются[/center]
в подземелья без должной подготовки, и поэтому[/center]
этот веселый праздник часто превращается в[/center]
печальный день поражения или даже трагедии.[/center]
[/end]"
8376,"День Танцев - освященный веками праздник, проводимый[/center]
в Даггерфоле. До сих пор неизвестно, кто был его[/center]
инициатором, но точно известно, что свою популярность[/center]
праздник приобрел во Второй эре благодаря Атрику[/center]
Красному принцу. Для всего населения Даггерфола,[/center]
как знати, так и простолюдинов, это - прекрасная[/center]
возможность повеселиться и покрасоваться.[/center]
[/end]"
8377,"Тайбедета - на среднетамриэльском ""День Тайбера"".[/center]
Не удивительно, что власти Алькайра чествуют[/center]
своего знаменитого земляка грандиозным[/center]
празднеством. Из истории известно, что Тайбер[/center]
Септим так никогда и не вернулся в столь любимые[/center]
им родные места.[/center]
[/end]"""
