Key,Value,Original
904065704,Особняк Букингинг,Buckinging Manor
904257431,Амбар Б'ерам,B'eram Grange
904361297,Тасырижер,Tasyryjer
904987888,Хибара Старой Лысирри,Old Lysyrrya's Hovel
905114287,Хорволл,Horwall
905306015,Холл Гердун,Gerdun Hall
905409878,Усадьба Турдун,The Thurdun Farmstead
906036471,Руины Холда Вудвинг,Ruins of The Hold of Woodwing
906162865,Честерворт,Chesterworth
906355550,"Паб ""Золотой Грифон""",The Gold Griffin Pub
906458467,Путхутон,Puthuton
907085061,Башня Кингвинг,Kingwing Tower
907211447,Кэтмонт,Cathmont
907404157,Хаджалласа,Khajallasa
907507070,Нора Демилесесса,The Hole of Demileusessa
908133661,Пещера Баалоны,The Cavern of Baalon
908260026,Пенфорт Дерри,Penfort Derry
908452747,"Сторожка ""Крот и Ёж""",The Mole and Hedgehog Lodge
908555648,Нежное Вознесение Аркея,Gentle Ascencion of Arkay
909182345,Ферма Старой Христин,Old Chrystyn's Farm
909308653,Анраругот,Anrarugoth
909502250,Руины Усадьбы Виг,Ruins of The Vig Farmstead
909604319,Особняк Баоргам,Baorgam Manor
910230930,Плантация Копперстон,The Copperston Plantation
910357235,Двор Ньювиль,Newville Court
910550843,Седиссиби,Sedissibi
910653729,"Хостел ""Лжец и Косуля""",The Knave and Fawn Hostel
911279528,"Паб ""Жаба и Замок""",The Toad and Castle Pub
911405813,Священный Идол Кинарет,Holy Idol of Kynareth
911599421,"Паб ""Бобр и Великан""",The Beaver and Giant Pub
911702323,"Паб ""Танцующая Фея""",The Dancing Fairy Pub
912328106,Усадьба Гринслей,The Greensley Farmstead
912454391,Чаренбридж Филд,Charenbridge Field
912648003,Сеть Гроларгот,The Grolargoth Web
912750944,Кровоточащий Мученик Аркея,Bleeding Martyr of Arkay
913377519,Хезардон,Hezardon
913502969,Страшный Провидец Кинарет,Fearful Seer of Kynareth
913696601,Старая Лачуга Нхарм,The Old Nharm Hovel
913799595,Жилище Старой Фоски,Old Fosca's Place
914426097,Двор Эшхаус,Ashhouse Court
914551560,Мерхам Хит,Merham Heath
914745192,Особняк Гавте,Ghavte Manor
914849027,"Паб ""Лиса и Варвар""",The Fox and Barbarian Pub
915474699,Святилище Дугрода,Shrine of Dugrod
915600139,Плантация Гирхауз,The Gaerhouse Plantation
915793775,"Таверна ""Крот и Кот""",The Mole and Cat Inn
915897632,"Паб ""Крот и Замок""",The Mole and Castle Pub
916523296,Усадьба Виктон,The Wickton Farmstead
916648725,Дирварк,Deerwark
916843342,Холд Шерне,Sherne's Hold
916946210,Усадьба М'орхум,The M'orchum Farmstead
917571880,Двор Тамвич,Tamwich Court
917698099,Лонгли,Longley
917891923,"Таверна ""Крыса и Плут""",The Rat and Rascal Tavern
917994829,Священный Идол Аркея,Holy Idol of Arkay
918620472,Усадьба Хоксли,The Hawksly Farmstead
918746687,Ипсворт Филд,Ipsworth Field
918941444,"Паб ""Гном и Ондатра""",The Dwarf and Muskrat Pub
919043436,Руины Сторожевой Башни Бердара,Ruins of Berdar's Guard
919669060,Усадьба Коппервинг,The Copperwing Farmstead
919795268,Лаборатория Теодивал,Theodyval Laboratory
919990065,Пещера Баалекса,The Cave of Baalex
920092025,Горящий Провидец Аркея,Burning Seer of Arkay
920717642,Уптри,Uptry
920843850,Ферма Старой Элизейн,Old Elyzayne's Farm
921038648,"Паб ""Плут Королевы""",The Queen's Rascal Pub
921140604,Сеть Веугод,The Veugod Web
921766234,Холлеч,Hollech
921892460,Вайтвуд Боро,Whitewood Borough
922087229,Рханоккоара,Rhanoccoara
922189211,Руины Особняка Наркун,Ruins of Narcun Manor
922814848,Горящий Мученик Кинарет,Burning Martyr of Kynareth
922941045,Лачуга Старой Моргары,Old Morgara's Hovel
923135810,Руины Плантации Грач,Ruins of The Grach Plantation
923238633,Цитадель Т'ихома,The Citadel of T'ichom
923864191,Руины Холла Хокстон,Ruins of Hawkston Hall
923989628,Сингброн,Singbrone
924185315,Лачуга Старой Клишбы,Old Klishba's Shack
924287217,Руины Особняка Тиртом,Ruins of Tirtom Manor
924912790,Святилище Банди,Shrine of Bandi
925038211,Баэлкасл,Baelcastle
925233927,"Сторожка ""Красный Скорпион""",The Red Scorpion Lodge
925335849,Усадьба Грестин,The Grestin Farmstead
925961404,Лачуга Старого Белладольда,Old Belladolda's Shack
926086791,Лес Хорборн,Horborne Wood
926282505,Кладбище Ширхтер,The Shirhter Graveyard
926385391,Усадьба Б'ифил,The B'ifyl Farmstead
927010061,Руины Сада Йеомфорд,Ruins of Yeomford Orchard
927135371,Круг Гвиниссы,The Circle of Gwynyssa
927331087,Плантация Ф'ог,The F'og Plantation
927434158,Хижина Тийт,The Tijt Cabin
928058679,Туннель Бедын,The Bedyn Tunnel
928183954,Болото Стокворт,Stokworth Moor
928379665,Старая Лачуга Блолпке,The Old Blolpke Shack
928483499,Крепость Фхаркт,The Stronghold of Fharcte
929107260,Извечный Пророк Кинарет,Perpetual Prophet of Kynareth
929232539,Холд Гэрхем,The Hold of Gaerham
929428252,Монумент Мудреца,Sage Monument
929532181,Руины Крепости Каллир,Ruins of The Fortress of Kallir
930155848,Лаборатория Утхане,Uthane Laboratory
930281126,Курган Дарковуса,The Barrow of Darkovus
930477789,Холд Рлирхт'керна,Rlirht'kern's Hold
930580764,Священный Восход Аркея,Holy Sunrise of Arkay
931204432,Холд Хокфорд,The Hold of Hawkford
931329708,Усадьба Викхаус,The Wickhouse Farmstead
931526370,Иссакаджтон,Issaqajton
931629363,"Паб ""Кружка Короля""",The King's Mug Pub
932253011,Фруктовый Сад Вудстон,Woodston Orchard
932378295,Лаборатория Андынак,Andynak Laboratory
932574977,"Таверна ""Лиса и Коза""",The Fox and Goat Tavern
932677974,Руины Холла Гристум,Ruins of Gristum Hall
933301591,Гробницы Хокинг,The Hawking Tombs
933426882,Холд Хокрофт,The Hold of Hawkcroft
933623567,Макадрана,Makadrana
933726610,Руины Амбара Рладж,Ruins of Rlaj Grange
934350947,Радостный Провидец Кинарет,Joyous Seer of Kynareth
934475466,Усадьба Хокинг,The Hawking Farmstead
934672149,Макадж-Гора,Makaj-Gora
934775971,Стенающий Мученик Аркея,Wailing Martyr of Arkay
935399584,Благословенное Возрождение Кинарет,Blessed Rebirth of Kynareth
935524047,Старое Жилище Вудстон,The Old Woodston Place
935721682,Замок Грерт,Castle Grert
935824604,Благословенное Возрождение Аркея,Blessed Rebirth of Arkay
936448162,Руины Особняка Эшслей,Ruins of Ashsley Manor
936572643,Стокбридж,Stokbridge
936770261,Хижина Баергар,The Baergar Cabin
936874109,Лачуга Старого Б'арджа,Old B'arja's Shack
937496750,Хижина Гринфилд,The Greenfield Cabin
937621223,Старое Жилище Бакингкрофт,The Old Buckingcroft Place
937818862,Амбар Слетхин,Slethin Grange
937922842,Руины Холда Фулп'керн,Ruins of Fulp'kern's Hold
938545346,Плачущий Восход Кинарет,Weeping Sunrise of Kynareth
938669816,Руины Особняка Викстон,Ruins of Wickston Manor
938867441,Раскопки Раерман,The Raerman Excavation
938971483,Сторожевая Башня Луджума,Lhujum's Guard
939593954,Усадьба Гэрхем,The Gaerham Farmstead
939719214,Радостный Алтарь Кинарет,Joyous Altar of Kynareth
939916995,"Хостел ""Золотой Кувшин""",The Gold Jug Hostel
940020881,Жилище Старой Рлоркти,Old Rlorkti's Place
940642541,Святилище И'ффре,Shrine of Jephre
940767792,Кладбище Эшкрофт,The Ashcroft Graveyard
940965598,Страшное Вознесение Зенитара,Fearful Ascencion of Zenithar
941069514,Поющая Душа Аркея,Singing Soul of Arkay
941691120,Кладбище Гаэринг,The Gaering Cemetery
941816378,Усадьба Копперсмит,The Coppersmith Farmstead
942015169,Замок Дхизун,Castle Dhizun
942118126,Особняк Ф'ургрн,F'urgrn Manor
942739725,Месторождение Пероре,The Perore Lode
942864958,Старая Хибара Копперкрофт,The Old Coppercroft Hovel
943063752,Лачуга Старой Маорпии,Old Maorpi's Hovel
943166774,Грот Диспас,The Dispas Grotto
943788367,Амбар Букингстон,Buckingston Grange
943913537,Скала Готварк,Gothwark Rock
944113317,Лачуга Старой Мхисии,Old Mhisi's Shack
944215357,Руины Усадьбы Дерп,Ruins of The Durp Farmstead
944837728,Холд Мурвинг,The Hold of Moorwing
944962115,"Паб ""Череп Королевы""",The Queen's Skull Pub
945162877,Плантация Рхесте,The Rheste Plantation
945264748,Страшное Вознесение Аркея,Fearful Ascencion of Arkay
945886331,Усадьба Муринг,The Mooring Farmstead
946010694,Благословенный Свет Кинарет,Blessed Light of Kynareth
946313348,Усадьба Блирт,The Blirte Farmstead
946934917,Руины Сада Хоукхаус,Ruins of Hawkhouse Orchard
947059273,Гнездо Анелота,The Nest of Aneloth
947361946,Реликварий Сай,Reliquary of Sai
947983533,Амбар Кингвинг,Kingwing Grange
948107852,Кладбище Мастерхэм,The Masterham Cemetery
948410537,Крепость Нестома,The Fortress of Nhestom
949032112,Амбар Копперстон,Copperston Grange
949156433,Особняк Мастерхарт,Masterhart Manor
949459144,Зенопадай,Zenopadai
950080814,Честеркастл,Chestercastle
950205057,Пристанище Штреннера,Strenner Haven
950507739,Подземелье Каозир,The Caozir Vaults
951129420,Руины Сада Хартхэм,Ruins of Hearthham Orchard
951253640,Замок Уикхема,The Castle of Wickham
951556386,Руины Особняка Фирд,Ruins of Fird Manor
952178807,Руины Башни Эшсли,Ruins of Ashsley Tower
952302230,Мидхам,Midham
952604968,Каменоломня Гарт,The Gart Quarry
953227386,Алдингвуд,Aldingwood
953350818,Хижина Кингфилд,The Kingfield Cabin
953654343,"Паб ""Мертвая Фея""",The Dead Fairy Pub
954275965,Руины Башни Гринхем,Ruins of Tower Greenham
954399413,Руины Амбара Кингхаус,Ruins of Kinghouse Grange
954702950,Джавуннуну,Javunnunu
955324597,Двор Муринг,Mooring Court
955447996,Лонгидж,Longidge
955751694,Святилище К'Олвен,Shrine of Q'Olwen
956373178,Логово Асмулулуллаха,The Lair of Asmululullah
956496579,Горящий Искупитель Кинарет,Burning Redeemer of Kynareth
957421801,Руины Особняка Эшсмит,Ruins of Ashsmith Manor
957545158,Тамхед,Tamhead
958470411,Каирн Инверогиона,The Cairn of Inveroghion
958593751,Тунворт,Tunworth
959519004,Лес Алдингмот,Aldingmoth Wood
959642330,Плантация Йеомсли,The Yeomsley Plantation
960567590,Руины Лачуги Старой Каролиррии,Ruins of Old Carolyrrya's Shack
960690914,Старая Лачуга Хартсли,The Old Hearthsly Shack
961616170,Башня Мастерфилд,The Tower of Masterfield
961740299,Оксхэм Филд,Oxham Field
962665516,Тамволд,Tamwold
962788890,Грейбет,Graybeth
963714138,Склепы Букингхаус,The Buckinghouse Crypts
963837472,Холл Хокфилд,Hawkfield Hall
964762727,Поющая Звезда Кинарет,Singing Star of Kynareth
964886052,Театр Киран,Kieran Theatre
965811308,Руины Хижины Гаерсмит,Ruins of The Gaersmith Cabin
965934656,Гробница Даркенеззара,The Sepulcher of Darkenezzar
966859966,Нора Маелебериаха,The Hole of Maeleberiah
966983234,Замок Хоуквинг,Castle Hawkwing
967908553,Йехот,Yehoth
968031817,Замок Кингсли,Castle Kingsley
968957165,Реликварий Раена,Reliquary of Raen
969080396,Усадьба Гервинг,The Gaerwing Farmstead
970006514,Кровоточащий Мученик Кинарет,Bleeding Martyr of Kynareth
970128976,Могильник Виксли,The Wicksly Burial Ground
971055207,Сторожевая Башня Мурсмит,Moorsmith's Guard
971177565,Страшный Оракул Кинарет,Fearful Oracle of Kynareth
972103790,"Таверна ""Огр Королевы""",The Queen's Ogre Tavern
972226155,Бесконечное Вознесение Кинарет,Infinite Ascencion of Kynareth
973152402,Стокфорд,Stokford
973274740,Кровоточащий Искупитель Кинарет,Bleeding Redeemer of Kynareth
974200981,Руины Холла Вудкрофт,Ruins of Woodcroft Hall
974323342,Старая Лачуга Мурхарт,The Old Moorhart Hovel
975249560,Жилище Старой Гвинин,Old Gwynyn's Place
975371925,Особняк Муркрофт,Moorcroft Manor
976298180,Усадьба Вудстон,The Woodston Farmstead
976420511,Старая Лачуга Копперсли,The Old Coppersly Hovel
977346766,Каменоломня Гондоре,The Gondore Quarry
977469107,Холл Коппервинг,Copperwing Hall
978395346,Кафедральный Собор Маэлотессы,The Cathedral of Maelothessa
978517689,Башня Эшфилд,Ashfield Tower
979443947,Радостное Предзнаменование Кинарет,Joyous Omen of Kynareth
979566278,Мерхам,Merham
980493281,Руины Замка Мурстон,Ruins of Castle Moorston
980614856,Найтстаун,Knightstown
981541891,"Сторожка ""Красная Птица""",The Red Bird Lodge
981663437,Кэтволд,Cathwold
982590483,Жилище Старой Элизин,Old Elyzyn's Place
982712812,Хибара Старой Элизольды,Old Elyzolda's Hovel
983639074,Фруктовый Сад Грининг,Greening Orchard
983761406,Убежище Эдвистаир,The Edwistair Asylum
984687662,Внутренний Пророк Кинарет,Inner Prophet of Kynareth
984809984,Лачуга Старой Виктиссы,Old Vyctyssa's Hovel
985736246,Раскопки Тристастыр,The Tristastyr Excavation
985858595,Замок Копперфильда,The Castle of Copperfield
986784843,Конвергенция Ваннывира,The Vannyvyra Convergence
986907203,Ферма Старой Лисабит,Old Lysabyth's Farm
987833421,Амбар Йеомсмит,Yeomsmith Grange
987955786,Извечный Оракул Кинарет,Perpetual Oracle of Kynareth
988882064,Киркцестер,Kirkcester
989004375,Гробницы Вудсмита,The Tombs of Woodsmith
989930645,Руины Хижины Хокхарт,Ruins of The Hawkhart Cabin
990052959,Алдфорт Хилл,Aldfort Hill
990979223,Башня Виксли,Tower Wicksly
991101562,Лощина Ньюборн,Newborne Hollow
992027823,Руины Амбара Букингхаус,Ruins of Buckinghouse Grange
992150166,Бродтри,Broadtry
993076422,Руины Дворца Бакингтон,Ruins of Buckington Palace
993198756,Рейтон,Reyton
994125848,"Сторожка ""Рысь и Коза""",The Lynx and Goat Lodge
994247347,Крипты Мастерсмит,THe Crypts of Mastersmith
995174436,"Паб ""Неугомонный Дракон""",The Restless Dragon Pub
995295927,Плачущее Вознесение Кинарет,Weeping Ascencion of Kynareth
996223025,Карьер Эдвин,The Edwyn Pit
996345313,Жилище Старой Эвелаусы,Old Evelausa's Place
997271648,Усадьба Йеомхаус,The Yeomhouse Farmstead
997393891,Сад Гримидж,Grimidge Garden
998320243,Замок Гаерхарт,Castle Gaerhart
998442476,"Таверна ""Ржавый Штурвал""",The Rusty Helm Tavern
999368838,Безмолвный Алтарь Кинарет,Silent Altar of Kynareth
999491068,Мастерсли Тауэр,Mastersly Tower
1000417456,Гробницы Харткрофт,The Hearthcroft Tombs
1000539664,Вестброне,Westbrone
1001466042,Благословенный Идол Кинарет,Blessed Idol of Kynareth
1001588242,"Хостел ""Крыса и Карьер""",The Rat and Pit Hostel
1002514644,Нора Балинкса,The Balinxa Hole
1002636826,Гримфорт,Grimfort
1003563957,Грейвейл,Grayvale
1003685407,Старое Жилище Мастерхаус,The Old Masterhouse Place
1004612546,Нора Хомунитхеры,The Hole of Homunithera
1004733988,Гримхед,Grimhead
1005661227,"Паб ""Смеющаяся Собака""",The Laughing Dog Pub
1005782582,Логово Мордистыра,The Den of Mordistyr
1006709808,Плантация Мастеркрофт,The Mastercroft Plantation
1006831165,Извечное Вознесение Кинарет,Perpetual Ascencion of Kynareth
1007758389,Старая Лачуга Хартхаус,The Old Hearthhouse Shack
1007879745,Страшный Искупитель Кинарет,Fearful Redeemer of Kynareth
1008807008,Вайлдерлеч,Wilderlech
1008928329,Лачуга Старой Кароланны,Old Carolanna's Shack
1009855627,Крипты Бакингтон,THe Crypts of Buckington
1009976938,Лес Кирккарт,Kirkcart Wood
1010904986,Руины Усадьбы Мурстон,Ruins of The Moorston Farmstead
1011025540,Поющее Дерево Кинарет,Singing Tree of Kynareth
1011953620,Подземелье Виктон,The Wickton Vaults
1012074126,Тунвич,Tunwich
1013002201,Старое Жилище Мурфилд,The Old Moorfield Place
1013123518,Уайткрофт,Whitecroft
1014050779,Особняк Копперслей,Coppersley Manor
1014172103,Холмаркет,Holmarket
1015099360,Хижина Копперсли,The Coppersly Cabin
1015220688,Ламлей Филд,Lamley Field
1016148019,Амбар Букингхаус,Buckinghouse Grange
1016269271,Сеть Азаргот,The Azargoth Web
1017196609,Особняк Букингстон,Buckingston Manor
1017317857,"Паб ""Мертвый Великан""",The Dead Giant Pub
1018245217,"Таверна ""Лиса и Священник""",The Fox and Priest Tavern
1018366444,Усадьба Хартфорд,The Hearthford Farmstead
1019293828,Пещера Сахебротулла,The Sahebrothulla Cave
1019415024,Лачуга Старой Элизины,Old Elyzyna's Shack
1020342424,Кладбище Копперкрофт,The Coppercroft Graveyard
1020463604,Оксвей,Oxway
1021391740,Морирругот,Morirrugoth
1021512191,Гнездо Войгона,The Nest of Vojgon
1022440336,Фруктовый Сад Гаерстон,Gaerston Orchard
1022560783,Тунтауэр,Tuntower
1023488920,Грот Герухитерия,The Geruchitheria Grotto
1023609366,Особняк Вудфорд,Woodford Manor
1024537506,Руины Двора Викхарт,Ruins of Wickhart Court
1024657948,Вайттон,Whiteton
1025586137,Варкасл,Warcastle
1025706541,Готпас,Gothpath
1026634743,Ферма Старой Ваннаусы,Old Vannausa's Farm
1026755119,Варлех,Warlech
1027683347,Амбар Муркрофт,Moorcroft Grange
1027803707,Рейинг,Reying
1028731933,Варварк,Warwark
1028852288,Деревня Уэсткрофт,Westcroft Hamlet
1029780513,Амбар Гринхарт,Greenhart Grange
1029900873,"Таверна ""Рысь и Ондатра""",The Lynx and Muskrat Inn
1030829169,Руины Сторожевой Башни Хартхаус,Ruins of Hearthhouse's Guard
1030949454,Двор Йеомфорд,Yeomford Court
1031877770,Лачуга Старой Каролаусы,Old Carolausa's Hovel
1031998043,Священный Алтарь Кинарет,Sacred Altar of Kynareth
1032927112,Плантация Викфорд,The Wickford Plantation
1033046634,Страшный Восход Кинарет,Fearful Sunrise of Kynareth
1033975694,Монумент Дивад,Divad Monument
1034095220,Усадьба Викинг,The Wicking Farmstead
1035024285,Руины Сторожевой Башни Букингфилд,Ruins of Buckingfield's Guard
1035143800,Кровоточащая Звезда Кинарет,Bleeding Star of Kynareth
1036072877,Чарволд,Charwold
1036192381,Дворец Йеомстон,Yeomston Palace
1037121456,Руины Холла Гринхарт,Ruins of Greenhart Hall
1037241787,"Паб ""Танцующий Плут""",The Dancing Rascal Pub
1038170036,Руины Холда Ашхарта,Ruins of Ashhart's Hold
1038290369,Радостное Вознесение Кинарет,Joyous Ascencion of Kynareth
1039218657,Страшный Оракул Кинарет,Fearful Oracle of Kynareth
1039338948,Могильник Хартстон,The Hearthston Burial Ground
1040267236,Плантация Букингинг,The Buckinging Plantation
1040387534,Холл Кромбери,Crombury Hall
1041315824,Руины Усадьбы Кингфорд,Ruins of The Kingford Farmstead
1041436118,Руины Дворца Мастерстон,Ruins of Masterston Palace
1042364404,Холл Владелон,Vladelon Hall
1042484703,"Таверна ""Жаждущая Ондатра""",The Thirsty Muskrat Tavern
1043412983,Старая Лачуга Виксли,The Old Wicksly Shack
1043533282,Деревня Тунбет,Tunbeth Hamlet
1044461581,Руины Дворца Вудхаус,Ruins of Woodhouse Palace
1044581860,Диринг Боро,Deering Borough
1045510223,Сад Галлофорд,Galloford Garden
1045630448,Галлокастл,Gallocastle
1046559583,"Сторожка ""Бобр и Кинжал""",The Beaver and Dagger Lodge
1046679027,Башни Эшсли,Tower Ashsly
1047608170,"Таверна ""Мертвый Гоблин""",The Dead Goblin Tavern
1047727609,Кабал Элоры,The Cabal of Elorya
1048656786,Радостная Реликвия Кинарет,Joyous Relic of Kynareth
1048776199,Старое Жилище Копперслей,The Old Coppersley Place
1049705411,Крипты Букингхаус,THe Crypts of Buckinghouse
1049824782,Логово Джубитивы,Jubithiva's Den
1050753990,"Таверна ""Лев и Кот""",The Lion and Cat Inn
1050873360,Сад Лонгвич,Longwych Garden
1051802575,Святилище Джоуд,Jode Shrine
1051921947,Старое Жилище Гринстон,The Old Greenston Place
1052851157,Жилище Старой Барбанны,Old Barbanna's Place
1052970528,Кладбище Копперфильд,The Copperfield Cemetery
1053899747,Старое Жилище Викфилд,The Old Wickfield Place
1054019117,Апшир,Upshire
1054948354,Арквик,Arkwick
1055067719,Кроссволд Боро,Crosswold Borough
1055996932,Руины Двора Мастерстон,Ruins of Masterston Court
1056116297,Безмолвный Идол Кинарет,Silent Idol of Kynareth
1057045535,Подземелье Кингсмит,The Kingsmith Vaults
1057164888,Руины Усадьбы Мурхарт,Ruins of The Moorhart Farmstead
1058094128,"Паб ""Мертвая Фея""",The Dead Fairy Pub
1058213481,Лачуга Старой Исин,Old Ysyn's Shack
1059142717,Замок Йеомтон,Castle Yeomton
1059262068,Святое Возрождение Кинарет,Holy Rebirth of Kynareth
1060191295,Усадьба Мастерхаус,The Masterhouse Farmstead
1060311452,Хижина Йеомсли,The Yeomsly Cabin
1061239885,Плантация Бакингсли,The Buckingsly Plantation
1061360030,Холвих,Holwych
1062289209,Хижина Хокхарт,The Hawkhart Cabin
1062408613,Руины Замка Гаэртон,Ruins of Castle Gaerton
1063337790,Ферма Старой Гвинолды,Old Gwynolda's Farm
1063457208,Найтсмот,Knightsmoth
1064386392,"Паб ""Грязный Замок""",The Dirty Castle Pub
1064505786,"Хостел ""Бобр и Кинжал""",The Beaver and Dagger Hostel
1065434976,Лачуга Старой Кароланны,Old Carolanna's Shack
1065554370,"Хостел ""Перо и Егерь""",The Feather and Huntsman Hostel
1066483590,Руины Плантации Хокхэм,Ruins of The Hawkham Plantation
1066602962,Лачуга Старой Морганны,Old Morganna's Shack
1067532175,Руины Усадьбы Гаерстон,Ruins of The Gaerston Farmstead
1067651540,Честервик,Chesterwick
1068580753,Наковальня Эбонарма,Anvil of Ebonarm
1068700145,Кэтварк,Cathwark
1069629337,Руины Холла Эшсли,Ruins of Ashsley Hall
1069748723,"Таверна ""Перо и Грифон""",The Feather and Griffin Tavern
1070677929,Руины Особняка Мурхауз,Ruins of Moorhouse Manor
1070797307,Плантация Мастеринг,The Mastering Plantation
1071726527,Морлат,Morlath
1071845885,Святилище И'ффре,Shrine of Jephre
1072775133,Нежный Свет Кинарет,Gentle Light of Kynareth
1072894463,Оксвилл,Oxville
1073823776,Внутренний Мученик Кинарет,Inner Martyr of Kynareth
1073943041,Усадьба Эшсмит,The Ashsmith Farmstead
1074872377,Лачуга Старой Эвеланны,Old Evelanna's Hovel
1074991628,Аркварк,Arkwark
1075920960,Руины Старой Лачуги Ашам,Ruins of The Old Ashham Shack
1076040215,Старая Хибара Викхаус,The Old Wickhouse Hovel
1076970281,Особняк Вудстон,Woodston Manor
1077088797,Мидпат,Midpath
1078018859,"Таверна ""Неугомонный Гном""",The Restless Gnome Inn
1078137376,Галлоуорт Хит,Galloworth Heath
1079067454,Вайттри,Whitetry
1079185956,Внутренний Свет Кинарет,Inner Light of Kynareth
1080116048,"Хостел ""Бобр и Коза""",The Beaver and Goat Hostel
1080234554,"Таверна ""Свинья и Страж""",The Pig and Guard Inn
1081164627,Башня Букингфилд,Buckingfield Tower
1081283141,Гримвих,Grimwych
1082213222,Святой Алтарь Кинарет,Holy Altar of Kynareth
1082331720,Пенпас Дерри,Penpath Derry
1083261804,Кирклеч,Kirklech
1083380302,Холл Ашам,Ashham Hall
1084310425,"Хостел ""Крыса и Кинжал""",The Rat and Dagger Hostel
1084428885,Бургвуд,Burgwood
1085359004,Киркпат,Kirkpath
1085477463,Чаренинг,Charening
1086407584,Хибара Старой Гвиноны,Old Gwynona's Hovel
1086526042,Община Холмаркет,Holmarket Commons
1087456178,Холл Рипкрофт,Ripcroft Hall
1087575440,Особняк Коппертон,Copperton Manor
1088504760,Старая Лачуга Бакингсмит,The Old Buckingsmith Hovel
1088624018,Алдингварк,Aldingwark
1089553359,Ферма Старой Кэролайн,Old Carolayne's Farm
1089672596,Хоридж,Horidge
1090601978,Старая Лачуга Ашвинг,The Old Ashwing Hovel
1090721176,Шабаш Белладауса,The Belladausa Coven
1091650564,Усадьба Эшфорд,The Ashford Farmstead
1091769767,Деревня Хортон,Horton Hamlet
1092699154,Замок Баранеззар,Castle Baranezzar
1092818356,Холл Гэрхем,Gaerham Hall
1093747740,Руины Гаерфорд Тауэр,Ruins of Gaerford Tower
1093866935,Рипволд Энд,Ripwold End
1094797090,Погост Хоксли,The Hawksly Graveyard
1094915526,"Таверна ""Счастливый Кувшин""",The Lucky Jug Tavern
1095845698,Лощина Балуагеруллах,Baluagerullah Hollow
1095964127,Особняк Хартвинг,Hearthwing Manor
1096894296,Йевор,Yevor
1097012705,Жилище Старой Йсоны,Old Ysona's Place
1097942880,Руины Хижины Вудсли,Ruins of The Woodsly Cabin
1098061294,Плантация Кингхэм,The Kingham Plantation
1098991500,Руины Старой Лачуги Эшхаус,Ruins of The Old Ashhouse Shack
1099109874,"Корчма ""Воющий Дикобраз""",The Howling Porcupine Inn
1100040088,Пещера Хомунас,The Homunas Cave
1100158458,Кладбище Йеомстон,The Yeomston Cemetery
1101088691,Особняк Викфорд,Wickford Manor
1101207067,Башня Мастеринг,The Tower of Mastering
1102137278,"Хостел ""Мертвый Великан""",The Dead Giant Hostel
1102255648,Стенающее Возрождение Кинарет,Wailing Rebirth of Kynareth
1103185906,Амбар Хокинг,Hawking Grange
1103304235,Бейлворт,Baelworth
1104234512,Стенающий Алтарь Кинарет,Wailing Altar of Kynareth
1104353667,Курган Веренуса,The Barrow of Verenus
1105283090,Старое Жилище Коппервинг,The Old Copperwing Place
1105402252,Лачуга Старой Эвелары,Old Evelara's Shack
1106332406,Поющий Искупитель Кинарет,Singing Redeemer of Kynareth
1106450833,Уэсткрофт,Westcroft
1107380990,Вануорк,Vanwark
1107499411,Киркбури,Kirkbury
1108429571,"Таверна ""Мертвый Сурок""",The Dead Woodchuck Inn
1108548002,Болото Лонгбру,Longbrugh Moor
1109478170,Нора Баалатерессы,The Hole of Baalateressa
1109596593,"Сторожка ""Белый Барсук""",The White Badger Lodge
1110526760,Карьер Гериланксессы,The Pit of Gerilanxessa
1110645172,"Паб ""Ёж Короля""",The King's Hedgehog Pub
1111575343,Кладбище Гаерсли,The Gaersly Cemetery
1111693755,Ферма Старой Ваннин,Old Vannyn's Farm
1112623938,Старая Лачуга Вудвинг,The Old Woodwing Hovel
1112742339,Лес Бродмонт,Broadmont Wood
1113672532,Святилище Джоуд,Jode Shrine
1113790917,"Таверна ""Смеющийся Страж""",The Laughing Guard Inn
1114721127,"Паб ""Гном и"" Сторожевая Башня",The Dwarf and Guard Pub
1114839499,Усадьба Копперкрофт,The Coppercroft Farmstead
1115769719,Руины Амбара Мурсли,Ruins of Moorsly Grange
1115888078,Сад Алдингхоуп,Aldinghope Garden
1116818297,Фруктовый Сад Хартхаус,Hearthhouse Orchard
1116936664,Двор Букингвинг,Buckingwing Court
1117866914,Руины Амбара Хокфилд,Ruins of Hawkfield Grange
1117985245,Горящее Знамение Кинарет,Burning Omen of Kynareth
1118915512,Погост Кингсли,The Kingsly Graveyard
1119033839,Цитадель Викхарт,The Citadel of Wickhart
1119964113,Ферма Старой Белладабит,Old Belladabyth's Farm
1120082422,Болото Аптауэр,Uptower Moor
1121012717,Каменоломня Дунорян,The Dunoryan Quarry
1121131020,"Паб ""Летучая Мышь и Ондатра""",The Bat and Muskrat Pub
1122062063,"Хостел ""Летающий Великан""",The Flying Giant Hostel
1122179606,Кладбище Кингхарт,The Kinghart Cemetery
1123110665,Логово Сахиблиты,The Lair of Sahiblithah
1123228203,"Сторожка ""Гоблин Королевы""",The Queen's Goblin Lodge
1124159261,"Таверна ""Свинья и Кувшин""",The Pig and Jug Tavern
1124277603,Святилище И'ффре,Shrine of Jephre
1125207870,Каменоломня Родастыр,The Rodastyr Quarry
1125326194,Руины Старой Лачуги Хокстон,Ruins of The Old Hawkston Shack
